Longitude,Latitude,Field,Dataset,Product,Obj. Id,Swth Wdth(ft),Distance(ft),Duration(s),Track(deg),Elevation(ft),Area Count,Time,Y Offset(ft),Pass Num,Moisture(%),Crop Flw(M)(lb/s),Speed(mph),Crop Flw(V)(bu/h),Yld Mass(Wet)(lb/ac),Yld Mass(Dry)(lb/ac),Yld Vol(Wet)(bu/ac),Yld Vol(Dry)(bu/ac),Prod(ac/h),Date
-93.52976470,44.07741700,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,108,14.99,5.217,1.000,1.000,1144.4,On,10/14/2022,0.00,6,22.06,27.21,3.530,1749.0,15152,13976,270.57,249.58,6.464,10/14/2022
-93.52976520,44.07743130,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,109,14.99,5.217,1.000,360.00,1144.4,On,10/14/2022,0.00,6,22.00,27.69,3.548,1780.4,15424,14237,275.43,254.24,6.464,10/14/2022
-93.52976550,44.07744560,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,110,14.99,5.249,1.000,360.00,1144.7,On,10/14/2022,0.00,6,21.99,28.00,3.536,1800.0,15497,14307,276.73,255.47,6.505,10/14/2022
-93.52976590,44.07746000,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,111,14.99,5.249,1.000,360.00,1144.7,On,10/14/2022,0.00,6,22.00,28.16,3.526,1810.5,15587,14388,278.34,256.93,6.505,10/14/2022
-93.52976630,44.07747440,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,112,14.99,5.249,1.000,360.00,1144.7,On,10/14/2022,0.00,6,21.96,28.15,3.530,1809.8,15581,14390,278.24,256.96,6.505,10/14/2022
-93.52976660,44.07748890,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,113,14.99,5.282,1.000,360.00,1144.7,On,10/14/2022,0.00,6,21.83,28.07,3.534,1804.6,15440,14283,275.71,255.05,6.545,10/14/2022
-93.52976700,44.07750320,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,114,14.99,5.217,1.000,359.00,1144.8,On,10/14/2022,0.00,6,21.73,27.99,3.534,1799.3,15589,14438,278.37,257.83,6.464,10/14/2022
-93.52976720,44.07751740,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,115,14.99,5.184,1.000,360.00,1144.9,On,10/14/2022,0.00,6,21.59,28.07,3.574,1804.6,15733,14598,280.94,260.68,6.423,10/14/2022
-93.52976740,44.07753170,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,116,14.99,5.184,1.000,360.00,1145.0,On,10/14/2022,0.00,6,21.45,28.08,3.568,1805.2,15739,14630,281.05,261.25,6.423,10/14/2022
-93.52976750,44.07754580,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,117,14.99,5.151,1.000,360.00,1145.0,On,10/14/2022,0.00,6,21.38,28.01,3.526,1800.6,15799,14700,282.12,262.49,6.383,10/14/2022
-93.52976760,44.07756020,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,118,14.99,5.249,1.000,360.00,1145.0,On,10/14/2022,0.00,6,21.41,27.93,3.544,1795.4,15457,14376,276.02,256.72,6.505,10/14/2022
-93.52976780,44.07757450,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,119,14.99,5.249,1.000,360.00,1145.0,On,10/14/2022,0.00,6,21.44,27.93,3.526,1795.4,15457,14371,276.02,256.62,6.505,10/14/2022
-93.52976770,44.07758880,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,120,14.99,5.217,1.000,360.00,1145.1,On,10/14/2022,0.00,6,21.46,28.18,3.540,1811.8,15696,14590,280.29,260.53,6.464,10/14/2022
-93.52976770,44.07760290,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,121,14.99,5.151,1.000,360.00,1145.3,On,10/14/2022,0.00,6,21.47,28.70,3.578,1845.1,16189,15045,289.09,268.66,6.383,10/14/2022
-93.52976800,44.07761710,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,122,14.99,5.184,1.000,360.00,1145.3,On,10/14/2022,0.00,6,21.47,28.99,3.544,1863.5,16246,15098,290.11,269.61,6.423,10/14/2022
-93.52976810,44.07763140,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,123,14.99,5.184,1.000,360.00,1145.4,On,10/14/2022,0.00,6,21.47,28.87,3.532,1855.6,16178,15035,288.89,268.48,6.423,10/14/2022
-93.52976840,44.07764560,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,124,14.99,5.217,1.000,359.00,1145.7,On,10/14/2022,0.00,6,21.47,28.77,3.566,1849.7,16025,14893,286.16,265.94,6.464,10/14/2022
-93.52976900,44.07766010,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,125,14.99,5.282,1.000,359.00,1145.7,On,10/14/2022,0.00,6,21.44,28.78,3.548,1850.4,15832,14718,282.71,262.82,6.545,10/14/2022
-93.52976980,44.07767440,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,126,14.99,5.217,1.000,358.00,1145.7,On,10/14/2022,0.00,6,21.36,28.69,3.568,1844.5,15980,14871,285.35,265.56,6.464,10/14/2022
-93.52977060,44.07768840,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,127,14.99,5.118,1.000,359.00,1145.8,On,10/14/2022,0.00,6,21.31,28.63,3.558,1840.6,16252,15135,290.22,270.26,6.342,10/14/2022
-93.52977120,44.07770260,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,128,14.99,5.184,1.000,359.00,1146.0,On,10/14/2022,0.00,6,21.18,28.89,3.362,1856.9,16189,15101,289.09,269.66,6.423,10/14/2022
-93.52977180,44.07771690,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,129,14.99,5.217,1.000,359.00,1146.0,On,10/14/2022,0.00,6,21.00,29.40,2.448,1890.3,16376,15311,292.44,273.40,6.464,10/14/2022
-93.52977240,44.07773120,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,130,14.99,5.217,1.000,358.00,1146.0,On,10/14/2022,0.00,6,20.88,30.05,1.226,1931.5,16734,15669,298.81,279.80,6.464,10/14/2022
-93.52977310,44.07774560,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,131,14.99,5.249,1.000,359.00,1146.0,On,10/14/2022,0.00,6,20.76,30.51,0.176,1961.6,16888,15836,301.57,282.79,6.505,10/14/2022
-93.52977380,44.07775990,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,132,14.99,5.249,1.000,359.00,1146.1,On,10/14/2022,0.00,6,20.67,30.37,0.434,1952.4,16809,15780,300.17,281.79,6.505,10/14/2022
-93.52977410,44.07777410,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,133,14.99,5.184,1.000,360.00,1146.3,On,10/14/2022,0.00,6,20.59,29.81,1.456,1916.5,16708,15702,298.36,280.40,6.423,10/14/2022
-93.52977430,44.07778840,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,134,14.99,5.217,1.000,360.00,1146.3,On,10/14/2022,0.00,6,20.44,29.26,2.024,1881.1,16297,15344,291.02,274.00,6.464,10/14/2022
-93.52977480,44.07780260,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,135,14.99,5.217,1.000,359.00,1146.6,On,10/14/2022,0.00,6,20.34,28.79,2.194,1851.0,16036,15119,286.36,269.97,6.464,10/14/2022
-93.52977550,44.07781690,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,136,14.99,5.217,1.000,359.00,1146.7,On,10/14/2022,0.00,6,20.29,28.11,2.702,1807.2,15657,14769,279.58,263.73,6.464,10/14/2022
-93.52977600,44.07783110,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,137,14.99,5.217,1.000,359.00,1146.7,On,10/14/2022,0.00,6,20.29,27.21,3.066,1749.0,15152,14293,270.57,255.23,6.464,10/14/2022
-93.52977640,44.07784520,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,138,14.99,5.151,1.000,359.00,1146.9,On,10/14/2022,0.00,6,20.28,26.36,3.394,1694.7,14869,14028,265.51,250.49,6.383,10/14/2022
-93.52977670,44.07785930,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,139,14.99,5.151,1.000,360.00,1147.0,On,10/14/2022,0.00,6,20.28,25.79,3.492,1658.0,14547,13724,259.77,245.07,6.383,10/14/2022
-93.52977740,44.07787360,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,140,14.99,5.217,1.000,360.00,1147.0,On,10/14/2022,0.00,6,20.29,25.54,3.474,1641.7,14222,13416,253.97,239.57,6.464,10/14/2022
-93.52977810,44.07788800,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,141,14.99,5.249,1.000,360.00,1147.2,On,10/14/2022,0.00,6,20.28,25.46,3.772,1636.4,14088,13291,251.58,237.34,6.505,10/14/2022
-93.52977890,44.07790240,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,142,14.99,5.282,1.000,358.00,1147.3,On,10/14/2022,0.00,6,20.24,25.07,3.788,1611.6,13788,13014,246.22,232.39,6.545,10/14/2022
-93.52977970,44.07791660,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,143,14.99,5.184,1.000,359.00,1147.3,On,10/14/2022,0.00,6,20.22,24.02,3.802,1544.2,13462,12711,240.40,226.98,6.423,10/14/2022
-93.52978010,44.07793040,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,144,14.99,5.052,1.000,360.00,1147.4,On,10/14/2022,0.00,6,20.14,22.02,3.750,1415.3,12659,11964,226.06,213.64,6.261,10/14/2022
-93.52978050,44.07794220,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,145,14.99,4.298,1.000,360.00,1147.6,On,10/14/2022,0.00,6,20.07,18.89,3.790,1214.4,12770,12079,228.03,215.70,5.326,10/14/2022
-93.52978080,44.07794970,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,146,14.99,2.428,1.000,358.00,1147.6,On,10/14/2022,0.00,6,20.02,15.09,3.784,970.34,18063,17096,322.55,305.29,3.008,10/14/2022
-93.52966560,44.07802670,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,147,12.01,3.871,1.000,270.00,1150.0,On,10/14/2022,0.00,8,20.00,2.158,3.380,138.71,2021.9,1914.2,36.11,34.18,3.842,10/14/2022
-93.52967990,44.07802690,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,148,14.99,3.740,1.000,272.00,1149.7,On,10/14/2022,0.00,8,20.01,3.990,3.216,256.49,3099.2,2933.7,55.34,52.39,4.635,10/14/2022
-93.52969420,44.07802710,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,149,14.99,3.740,1.000,272.00,1149.4,On,10/14/2022,0.00,8,20.13,6.168,3.136,396.51,4791.1,4528.6,85.56,80.87,4.635,10/14/2022
-93.52970690,44.07802740,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,150,14.99,3.346,1.000,274.00,1149.3,On,10/14/2022,0.00,8,20.25,8.407,3.212,540.46,7298.8,6888.5,130.34,123.01,4.147,10/14/2022
-93.52972050,44.07802800,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,151,14.99,3.576,1.000,275.00,1149.3,On,10/14/2022,0.00,8,20.41,10.50,3.244,675.24,8533.4,8037.8,152.38,143.53,4.431,10/14/2022
-93.52973600,44.07802790,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,152,14.99,4.068,1.000,271.00,1149.3,On,10/14/2022,0.00,8,20.69,12.59,3.252,809.38,8991.2,8438.8,160.56,150.69,5.041,10/14/2022
-93.52975300,44.07802810,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,153,14.99,4.495,1.000,272.00,1149.1,On,10/14/2022,0.00,8,20.90,14.41,3.022,926.50,9315.6,8719.9,166.35,155.71,5.570,10/14/2022
-93.52977210,44.07802870,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,154,14.99,4.987,1.000,274.00,1148.6,On,10/14/2022,0.00,8,21.22,16.25,1.458,1044.9,9469.6,8828.8,169.10,157.66,6.179,10/14/2022
-93.52979040,44.07802880,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,155,14.99,4.790,1.000,272.00,1148.3,On,10/14/2022,0.00,8,21.55,18.40,0.720,1183.0,11161,10362,199.31,185.03,5.935,10/14/2022
-93.52980860,44.07802910,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,156,14.99,4.790,1.000,272.00,1148.2,On,10/14/2022,0.00,8,21.81,20.45,2.040,1314.5,12402,11476,221.47,204.93,5.935,10/14/2022
-93.52982630,44.07802930,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,157,14.99,4.659,1.000,272.00,1148.0,On,10/14/2022,0.00,8,22.25,21.49,2.836,1381.2,13399,12329,239.27,220.16,5.773,10/14/2022
-93.52984490,44.07802940,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,158,14.99,4.856,1.000,271.00,1147.7,On,10/14/2022,0.00,8,22.60,22.11,2.934,1421.2,13227,12115,236.20,216.35,6.017,10/14/2022
-93.52986380,44.07802930,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,159,14.99,4.954,1.000,271.00,1147.6,On,10/14/2022,0.00,8,22.83,22.75,2.956,1462.4,13340,12184,238.22,217.56,6.139,10/14/2022
-93.52988270,44.07802940,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,160,14.99,4.954,1.000,271.00,1147.3,On,10/14/2022,0.00,8,23.01,23.30,2.980,1497.7,13663,12449,243.98,222.30,6.139,10/14/2022
-93.52990150,44.07802940,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,161,14.99,4.954,1.000,272.00,1147.1,On,10/14/2022,0.00,8,23.11,23.50,3.244,1510.8,13782,12541,246.11,223.94,6.139,10/14/2022
-93.52992020,44.07802980,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,162,14.99,4.888,1.000,272.00,1147.0,On,10/14/2022,0.00,8,23.11,23.10,3.242,1485.3,13731,12495,245.20,223.12,6.057,10/14/2022
-93.52993900,44.07803030,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,163,14.99,4.954,1.000,273.00,1146.8,On,10/14/2022,0.00,8,23.06,22.11,3.326,1421.2,12964,11804,231.51,210.79,6.139,10/14/2022
-93.52995760,44.07803080,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,164,14.99,4.888,1.000,273.00,1146.7,On,10/14/2022,0.00,8,23.02,20.89,3.370,1342.6,12413,11308,221.65,201.93,6.057,10/14/2022
-93.52997530,44.07803140,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,165,14.99,4.659,1.000,273.00,1146.4,On,10/14/2022,0.00,8,22.95,20.23,3.342,1300.8,12618,11506,225.33,205.47,5.773,10/14/2022
-93.52999290,44.07803180,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,166,14.99,4.593,1.000,273.00,1146.3,On,10/14/2022,0.00,8,22.89,20.56,2.948,1321.7,13004,11867,232.22,211.91,5.692,10/14/2022
-93.53001080,44.07803230,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,167,14.99,4.724,1.000,273.00,1146.3,On,10/14/2022,0.00,8,22.75,20.84,2.954,1340.0,12819,11719,228.90,209.27,5.854,10/14/2022
-93.53002890,44.07803300,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,168,14.99,4.757,1.000,274.00,1146.1,On,10/14/2022,0.00,8,22.52,19.94,2.964,1281.8,12177,11165,217.44,199.37,5.895,10/14/2022
-93.53004660,44.07803380,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,169,14.99,4.659,1.000,274.00,1146.0,On,10/14/2022,0.00,8,22.37,17.36,2.936,1116.2,10828,9947.4,193.36,177.63,5.773,10/14/2022
-93.53005860,44.07803410,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,170,14.99,2.887,1.000,290.00,1146.0,On,10/14/2022,0.00,8,22.21,13.62,2.944,875.46,13704,12615,244.71,225.27,3.578,10/14/2022
-93.52970430,44.07799520,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,171,14.99,4.035,1.000,252.00,1149.3,On,10/14/2022,0.00,10,21.69,2.087,2.798,134.13,1502.2,1392.1,26.82,24.86,5.000,10/14/2022
-93.52971830,44.07799280,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,172,14.99,3.806,1.000,260.00,1149.1,On,10/14/2022,0.00,10,21.69,4.153,2.790,266.96,3170.1,2937.9,56.61,52.46,4.716,10/14/2022
-93.52973260,44.07799120,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,173,14.99,3.806,1.000,263.00,1149.0,On,10/14/2022,0.00,10,21.69,6.565,2.776,422.03,5011.5,4644.4,89.49,82.94,4.716,10/14/2022
-93.52974700,44.07798980,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,174,14.99,3.806,1.000,263.00,1149.0,On,10/14/2022,0.00,10,21.69,8.682,2.780,558.12,6627.7,6142.2,118.35,109.68,4.716,10/14/2022
-93.52976200,44.07798860,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,175,14.99,3.970,1.000,264.00,1148.6,On,10/14/2022,0.00,10,21.69,10.29,2.772,661.50,7530.7,6979.1,134.48,124.63,4.919,10/14/2022
-93.52977690,44.07798800,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,176,14.99,3.937,1.000,267.00,1148.4,On,10/14/2022,0.00,10,21.69,11.66,2.768,749.83,8607.4,7976.9,153.70,142.44,4.878,10/14/2022
-93.52979180,44.07798770,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,177,14.99,3.937,1.000,269.00,1148.2,On,10/14/2022,0.00,10,21.51,12.99,2.762,834.89,9583.8,8902.2,171.14,158.97,4.878,10/14/2022
-93.52980690,44.07798750,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,178,14.99,3.937,1.000,270.00,1148.0,On,10/14/2022,0.00,10,21.84,14.19,2.706,912.10,10470,9685.0,186.97,172.95,4.878,10/14/2022
-93.52982210,44.07798730,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,179,14.99,4.003,1.000,270.00,1147.8,On,10/14/2022,0.00,10,23.02,15.10,1.706,970.99,10963,9987.2,195.77,178.34,4.960,10/14/2022
-93.52983810,44.07798720,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,180,14.99,4.199,1.000,270.00,1147.5,On,10/14/2022,0.00,10,23.79,15.77,0.564,1013.5,10907,9837.1,194.77,175.66,5.204,10/14/2022
-93.52985380,44.07798740,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,181,14.99,4.134,1.000,271.00,1147.3,On,10/14/2022,0.00,10,23.97,16.17,1.706,1039.7,11366,10227,202.97,182.62,5.122,10/14/2022
-93.52986950,44.07798760,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,182,14.99,4.134,1.000,272.00,1147.0,On,10/14/2022,0.00,10,23.97,16.43,2.362,1056.0,11545,10387,206.16,185.49,5.122,10/14/2022
-93.52988490,44.07798790,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,183,14.99,4.035,1.000,272.00,1147.0,On,10/14/2022,0.00,10,23.84,16.61,2.854,1067.8,11959,10778,213.55,192.47,5.000,10/14/2022
-93.52990070,44.07798820,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,184,14.99,4.167,1.000,271.00,1146.7,On,10/14/2022,0.00,10,23.64,17.01,2.992,1093.3,11859,10717,211.77,191.38,5.163,10/14/2022
-93.52991630,44.07798850,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,185,14.99,4.068,1.000,272.00,1146.7,On,10/14/2022,0.00,10,23.50,17.77,3.028,1142.4,12691,11489,226.62,205.17,5.041,10/14/2022
-93.52993170,44.07798870,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,186,14.99,4.035,1.000,272.00,1146.7,On,10/14/2022,0.00,10,23.43,18.83,3.416,1210.5,13556,12284,242.07,219.35,5.000,10/14/2022
-93.52994710,44.07798860,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,187,14.99,4.035,1.000,270.00,1146.3,On,10/14/2022,0.00,10,23.42,19.61,3.434,1260.8,14120,12797,252.15,228.52,5.000,10/14/2022
-93.52996240,44.07798890,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,188,14.99,4.035,1.000,271.00,1146.3,On,10/14/2022,0.00,10,23.35,19.54,3.432,1256.3,14069,12763,251.23,227.91,5.000,10/14/2022
-93.52997790,44.07798950,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,189,14.99,4.068,1.000,273.00,1146.3,On,10/14/2022,0.00,10,23.17,18.82,3.450,1209.8,13440,12219,239.99,218.20,5.041,10/14/2022
-93.52999350,44.07799010,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,190,14.99,4.101,1.000,273.00,1146.1,On,10/14/2022,0.00,10,23.04,18.30,3.440,1176.4,12964,11808,231.51,210.85,5.082,10/14/2022
-93.53000900,44.07799060,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,191,14.99,4.068,1.000,272.00,1146.0,On,10/14/2022,0.00,10,22.82,18.44,3.404,1185.6,13171,12030,235.19,214.82,5.041,10/14/2022
-93.53002440,44.07799090,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,192,14.99,4.035,1.000,272.00,1146.0,On,10/14/2022,0.00,10,22.55,18.85,3.434,1211.8,13571,12439,242.34,222.13,5.000,10/14/2022
-93.53003980,44.07799100,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,193,14.99,4.035,1.000,271.00,1145.9,On,10/14/2022,0.00,10,22.36,18.73,2.744,1203.9,13483,12388,240.77,221.21,5.000,10/14/2022
-93.53005530,44.07799120,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,194,14.99,4.068,1.000,271.00,1145.7,On,10/14/2022,0.00,10,22.15,17.12,1.020,1100.5,12226,11264,218.32,201.14,5.041,10/14/2022
-93.53006720,44.07799130,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,195,14.99,2.690,1.000,271.00,1145.6,On,10/14/2022,0.00,10,21.99,13.79,1.394,886.58,14893,13749,265.95,245.52,3.334,10/14/2022
-93.52983190,44.07797600,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,196,12.50,3.478,1.000,200.00,1147.3,On,10/14/2022,0.00,11,21.01,11.58,3.506,744.60,11606,10849,207.26,193.73,3.593,10/14/2022
-93.52983400,44.07796620,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,197,14.99,3.642,1.000,190.00,1147.3,On,10/14/2022,0.00,11,20.80,14.08,3.454,904.90,11230,10526,200.53,187.96,4.513,10/14/2022
-93.52983510,44.07795580,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,198,14.99,3.806,1.000,188.00,1147.3,On,10/14/2022,0.00,11,20.65,16.08,3.480,1033.8,12276,11529,219.22,205.87,4.716,10/14/2022
-93.52983600,44.07794360,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,199,14.99,4.429,1.000,184.00,1147.3,On,10/14/2022,0.00,11,20.47,17.76,3.504,1141.8,11650,10965,208.04,195.80,5.488,10/14/2022
-93.52983700,44.07793050,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,200,14.99,4.790,1.000,184.00,1147.0,On,10/14/2022,0.00,11,20.31,19.28,3.456,1239.3,11692,11027,208.79,196.91,5.935,10/14/2022
-93.52983710,44.07791740,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,201,14.99,4.790,1.000,181.00,1147.0,On,10/14/2022,0.00,11,20.20,20.59,3.470,1323.7,12489,11795,223.01,210.62,5.935,10/14/2022
-93.52983710,44.07790410,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,202,14.99,4.823,1.000,182.00,1147.0,On,10/14/2022,0.00,11,20.09,21.53,3.464,1383.9,12968,12263,231.57,218.99,5.976,10/14/2022
-93.52983740,44.07789060,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,203,14.99,4.954,1.000,181.00,1146.9,On,10/14/2022,0.00,11,20.01,22.16,3.496,1424.4,12994,12301,232.04,219.66,6.139,10/14/2022
-93.52983710,44.07787710,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,204,14.99,4.921,1.000,180.00,1146.9,On,10/14/2022,0.00,11,19.92,22.94,3.482,1474.8,13544,12835,241.85,229.20,6.098,10/14/2022
-93.52983730,44.07786300,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,205,14.99,5.151,1.000,181.00,1146.7,On,10/14/2022,0.00,11,19.80,23.77,3.482,1527.8,13405,12723,239.37,227.19,6.383,10/14/2022
-93.52983680,44.07784920,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,206,14.99,5.052,1.000,181.00,1146.7,On,10/14/2022,0.00,11,19.73,24.34,3.498,1564.4,13994,13293,249.89,237.38,6.261,10/14/2022
-93.52983650,44.07783510,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,207,14.99,5.184,1.000,180.00,1146.7,On,10/14/2022,0.00,11,19.67,24.56,3.464,1578.8,13765,13086,245.80,233.67,6.423,10/14/2022
-93.52983570,44.07782090,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,208,14.99,5.184,1.000,179.00,1146.5,On,10/14/2022,0.00,11,19.62,24.50,3.488,1574.9,13731,13060,245.19,233.22,6.423,10/14/2022
-93.52983520,44.07780690,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,209,14.99,5.118,1.000,180.00,1146.3,On,10/14/2022,0.00,11,19.60,24.26,3.494,1559.9,13774,13106,245.96,234.03,6.342,10/14/2022
-93.52983500,44.07779270,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,210,14.99,5.151,1.000,182.00,1146.2,On,10/14/2022,0.00,11,19.57,24.23,3.442,1557.9,13669,13010,244.09,232.32,6.383,10/14/2022
-93.52983440,44.07777910,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,211,14.99,4.987,1.000,180.00,1146.3,On,10/14/2022,0.00,11,19.56,24.62,3.464,1582.8,14344,13654,256.14,243.83,6.179,10/14/2022
-93.52983420,44.07776480,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,212,14.99,5.184,1.000,179.00,1146.0,On,10/14/2022,0.00,11,19.54,25.13,3.474,1615.5,14084,13410,251.50,239.47,6.423,10/14/2022
-93.52983380,44.07775070,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,213,14.99,5.151,1.000,180.00,1146.0,On,10/14/2022,0.00,11,19.53,25.26,3.472,1624.0,14249,13569,254.44,242.30,6.383,10/14/2022
-93.52983330,44.07773670,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,214,14.99,5.118,1.000,178.00,1146.0,On,10/14/2022,0.00,11,19.53,25.07,3.464,1611.6,14230,13551,254.11,241.98,6.342,10/14/2022
-93.52983280,44.07772270,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,215,14.99,5.118,1.000,179.00,1145.9,On,10/14/2022,0.00,11,19.57,24.90,3.506,1600.4,14132,13451,252.36,240.20,6.342,10/14/2022
-93.52983210,44.07770890,127-134| 227-234,harvest_1_Corn_2022_10_14_000,CORN,216,14.99,5.052,1.000,179.00,1145.9,On,10/14/2022,0.00,11,19.62,24.92,3.470,1601.7,14327,13629,255.84,243.37,6.261,10/14/2022
